,title_length,description_length,text_length,publish_year,publish_month,publish_day,authors_cat,count_countries_america,count_countries_europa,count_countries_asia
0,-0.9293540277724209,1.0578569932105182,-0.6995066185304145,0.0,0.4289282351059237,1.333486470213988,-0.44102438942686745,-0.3717529085848208,-0.3090014631111665,0.2852351183060993
1,-0.9293540277724209,-0.0088059033093891,-0.8970181901356779,0.0,0.4289282351059237,1.333486470213988,-0.44102438942686745,-0.6435911246786031,-0.3090014631111665,-0.38992634269712295
2,-1.7302140096387881,-0.43547106191735196,0.5280384178979962,0.0,0.4289282351059237,1.18668545444696,2.201274581744032,-0.6435911246786031,-0.3090014631111665,-0.38992634269712295
3,-0.9293540277724209,-0.43547106191735196,0.014083575656343262,0.0,0.4289282351059237,1.333486470213988,-0.44102438942686745,-0.3717529085848208,-0.3090014631111665,-0.16487252236271555
4,-0.9293540277724209,-1.7154665377412406,1.3839218948541372,0.0,0.4289282351059237,1.18668545444696,-0.44102438942686745,2.3466292523530026,-0.3090014631111665,-0.16487252236271555
5,-0.5289240368392375,0.8445244139065367,0.6639603596478548,0.0,0.4289282351059237,1.333486470213988,0.032595237481123925,-0.6435911246786031,-0.3090014631111665,0.9603965793093215
6,0.6723659359603131,-1.9287991170452221,2.4797925502123723,0.0,0.4289282351059237,1.333486470213988,-0.44102438942686745,1.5311146040716557,-0.3090014631111665,-0.38992634269712295
7,-1.3297840187056045,-1.2888013791332777,-1.2665559692681059,0.0,0.4289282351059237,1.18668545444696,2.201274581744032,-0.6435911246786031,-0.3090014631111665,-0.38992634269712295
8,-1.3297840187056045,1.484522151818481,1.4943584725258974,0.0,0.4289282351059237,1.18668545444696,2.276056628097925,0.4437617396965262,1.073565040466526,-0.16487252236271555
9,2.674515890626231,-0.11547219296137982,-0.14307616949193078,0.0,0.4289282351059237,1.333486470213988,-0.14189620401129396,-0.6435911246786031,-0.3090014631111665,-0.38992634269712295
10,-0.9293540277724209,-1.502133958437259,1.615413951896865,0.0,0.4289282351059237,1.18668545444696,1.3288173742819422,-0.09991469249103847,-0.3090014631111665,-0.38992634269712295
11,-0.9293540277724209,-0.6488036412213334,0.14788173706636035,0.0,0.4289282351059237,1.333486470213988,0.4065054692505908,0.7155999557903086,0.15185403808139766,-0.38992634269712295
12,0.2719359450271296,0.09786038634260162,0.7043121861048441,0.0,0.4289282351059237,1.333486470213988,0.4065054692505908,1.5311146040716557,-0.3090014631111665,0.060181297971691874
13,1.8736559087598637,0.8445244139065367,1.8830102747168993,0.0,0.4289282351059237,1.333486470213988,0.655778957096902,-0.3717529085848208,0.15185403808139766,-0.38992634269712295
14,-0.5289240368392375,-0.8621362205253148,-0.028392031140487557,0.0,0.4289282351059237,1.18668545444696,0.4065054692505908,0.4437617396965262,-0.3090014631111665,-0.38992634269712295
